Mod:Item:MetaData, Localized Name
miniaturia_mod:mt_dresser_mirror_1:1, White-brown / Dresser Mirror (S)
miniaturia_mod:mt_dresser_mirror_1:2, White / Dresser Mirror (L)
miniaturia_mod:mt_dresser_mirror_1:3, White / Dresser Mirror (S)
miniaturia_mod:mt_dresser_mirror_2:0, Pink / Dresser Mirror (L)
miniaturia_mod:mt_dresser_mirror_2:1, Pink / Dresser Mirror (S)
miniaturia_mod:mt_dresser_mirror_2:2, Mint / Dresser Mirror (L)
miniaturia_mod:mt_dresser_mirror_2:3, Mint / Dresser Mirror (S)
miniaturia_mod:mt_wall_rack_0:0, Acacia / Wall Rack
miniaturia_mod:mt_wall_rack_0:2, Dark Oak / Wall Rack
miniaturia_mod:mt_wall_rack_1:0, White / Wall Rack
miniaturia_mod:mt_wall_rack_1:2, White-brown / Wall Rack
miniaturia_mod:mt_wool_a, mod White Wool
miniaturia_mod:mt_wool_a_series:0, mod Magenta Wool
miniaturia_mod:mt_wool_a_series:1, mod Lightblue Wool
miniaturia_mod:mt_wool_a_series:2, mod Yellow Wool
miniaturia_mod:mt_wool_a_series:3, mod Lime Wool
miniaturia_mod:mt_wool_a_series:4, mod Silver Wool
miniaturia_mod:mt_wool_a_series:5, mod Brown Wool
miniaturia_mod:mt_wool_a_series:6, mod Red Wool
miniaturia_mod:mt_wool_a_series:7, mod Black Wool
miniaturia_mod:mt_wool_half_a:0, mod White Wool (half)
miniaturia_mod:mt_wool_half_a_series:0, mod Magenta Wool (half)
miniaturia_mod:mt_wool_half_a_series:1, mod Lightblue Wool (half)
miniaturia_mod:mt_wool_half_a_series:2, mod Yellow Wool (half)
miniaturia_mod:mt_wool_half_a_series:3, mod Lime Wool (half)
miniaturia_mod:mt_wool_half_a_series:4, mod Silver Wool (half)
miniaturia_mod:mt_wool_half_a_series:5, mod Brown Wool (half)
miniaturia_mod:mt_wool_half_a_series:6, mod Red Wool (half)
miniaturia_mod:mt_wool_half_a_series:7, mod Black Wool (half)
miniaturia_mod:mt_wool_layers_a, White Wool (layers)
miniaturia_mod:mt_wool_layers_a0, Magenta Wool (layers)
miniaturia_mod:mt_wool_layers_a1, Lightblue Wool (layers)
miniaturia_mod:mt_wool_layers_a2, Yellow Wool (layers)
miniaturia_mod:mt_wool_layers_a3, Lime Wool (layers)
miniaturia_mod:mt_wool_layers_a4, Silver Wool (layers)
miniaturia_mod:mt_wool_layers_a5, Brown Wool (layers)
miniaturia_mod:mt_wool_layers_a6, Red Wool (layers)
miniaturia_mod:mt_wool_layers_a7, Black Wool (layers)
miniaturia_mod:mt_wool_stairs_a, White Wool (stairs)
miniaturia_mod:mt_wool_stairs_a0:0, Magenta Wool (stairs)
miniaturia_mod:mt_wool_stairs_a0:1, Lightblue Wool (stairs)
miniaturia_mod:mt_wool_stairs_a1:0, Yellow Wool (stairs)
miniaturia_mod:mt_wool_stairs_a1:1, Lime Wool (stairs)
miniaturia_mod:mt_wool_stairs_a2:0, Silver Wool (stairs)
miniaturia_mod:mt_wool_stairs_a2:1, Brown Wool (stairs)
miniaturia_mod:mt_wool_stairs_a3:0, Red Wool (stairs)
miniaturia_mod:mt_wool_stairs_a3:1, Black Wool (stairs)
miniaturia_mod:mt_wool_vwalls_a:0, White Wool (vertical-plate)
miniaturia_mod:mt_wool_vwalls_a0:0, Magenta Wool (vertical-plate)
miniaturia_mod:mt_wool_vwalls_a1:0, Lightblue Wool (vertical-plate)
miniaturia_mod:mt_wool_vwalls_a2:0, Yellow Wool (vertical-plate)
miniaturia_mod:mt_wool_vwalls_a3:0, Lime Wool (vertical-plate)
miniaturia_mod:mt_wool_vwalls_a4:0, Silver Wool (vertical-plate)
miniaturia_mod:mt_wool_vwalls_a5:0, Brown Wool (vertical-plate)
miniaturia_mod:mt_wool_vwalls_a6:0, Red Wool (vertical-plate)
miniaturia_mod:mt_wool_vwalls_a7:0, Black Wool (vertical-plate)
miniaturia_mod:mt_wallpapers_0:0, Stripe Wallpaper (white)
miniaturia_mod:mt_wallpapers_0:1, Stripe Wallpaper (orange)
miniaturia_mod:mt_wallpapers_0:2, Stripe Wallpaper (magenta)
miniaturia_mod:mt_wallpapers_0:3, Stripe Wallpaper (lightblue)
miniaturia_mod:mt_wallpapers_0:4, Stripe Wallpaper (yellow)
miniaturia_mod:mt_wallpapers_0:5, Stripe Wallpaper (lime)
miniaturia_mod:mt_wallpapers_0:6, Stripe Wallpaper (pink)
miniaturia_mod:mt_wallpapers_0:7, Stripe Wallpaper (gray)
miniaturia_mod:mt_wallpapers_0:8, _No_Block
miniaturia_mod:mt_wallpapers_0:9, Stripe Wallpaper (mint)
miniaturia_mod:mt_wallpapers_0:10, Stripe Wallpaper (purple)
miniaturia_mod:mt_wallpapers_0:11, Stripe Wallpaper (blue)
miniaturia_mod:mt_wallpapers_0:12, Stripe Wallpaper (brown)
miniaturia_mod:mt_wallpapers_0:13, Stripe Wallpaper (green)
miniaturia_mod:mt_wallpapers_0:14, Stripe Wallpaper (red)
miniaturia_mod:mt_wallpapers_0:15, Stripe Wallpaper (black)
miniaturia_mod:mt_wallpapers_1:0, Argyle-Pattern Wallpaper (brown)
miniaturia_mod:mt_wallpapers_1:1, Argyle-Pattern Wallpaper (pink-blue)
miniaturia_mod:mt_wallpapers_1:2, Argyle-Pattern Wallpaper (green-red)
miniaturia_mod:mt_wallpapers_1:3, Argyle-Pattern Wallpaper (brown-lightblue)
miniaturia_mod:mt_wallpapers_1:4, Polka Dot wallpaper (chocolate-pink)
miniaturia_mod:mt_wallpapers_1:5, Polka Dot wallpaper (milk tea)
miniaturia_mod:mt_wallpapers_1:6, Polka Dot wallpaper (blue-white)
miniaturia_mod:mt_wallpapers_1:7, Polka Dot wallpaper (red-white)
miniaturia_mod:mt_wallpapers_1:8, Native-Pattern Rug Wallpaper (yellow)
miniaturia_mod:mt_wallpapers_1:9, Native-Pattern Rug Wallpaper (brown)
miniaturia_mod:mt_wallpapers_1:10, Native-Pattern Rug Wallpaper (blue)
miniaturia_mod:mt_wallpapers_1:11, Native-Pattern Rug Wallpaper (green)
miniaturia_mod:mt_wallpapers_1:12, Botanical Wallpaper (yellow)
miniaturia_mod:mt_wallpapers_1:13, Botanical Wallpaper (red)
miniaturia_mod:mt_wallpapers_1:14, Botanical Wallpaper (green)
miniaturia_mod:mt_wallpapers_1:15, Botanical Wallpaper (blue)
miniaturia_mod:mt_wallpapers_2:0, Damask-Pattern Wallpaper (red)
miniaturia_mod:mt_wallpapers_2:1, Damask-Pattern Wallpaper (red-gold)
miniaturia_mod:mt_wallpapers_2:2, Damask-Pattern Wallpaper (khaki)
miniaturia_mod:mt_wallpapers_2:3, Damask-Pattern Wallpaper (khaki-gold)
miniaturia_mod:mt_wallpapers_2:4, Damask-Pattern Wallpaper (blue)
miniaturia_mod:mt_wallpapers_2:5, Damask-Pattern Wallpaper (blue-gold)
miniaturia_mod:mt_wallpapers_2:6, Damask-Pattern Wallpaper (purple)
miniaturia_mod:mt_wallpapers_2:7, Damask-Pattern Wallpaper (purple-gold)
miniaturia_mod:mt_wallpapers_2:8, Damask-Pattern Wallpaper (white)
miniaturia_mod:mt_wallpapers_2:9, Damask-Pattern Wallpaper (white-gold)
miniaturia_mod:mt_wallpapers_2:10, Damask-Pattern Wallpaper (black)
miniaturia_mod:mt_wallpapers_2:11, Damask-Pattern Wallpaper (black-gold)
miniaturia_mod:mt_wallpapers_2:12, Damask-Pattern Wallpaper (green)
miniaturia_mod:mt_wallpapers_2:13, Damask-Pattern Wallpaper (green-gold)
miniaturia_mod:mt_wallpapers_2:14, Damask-Pattern Wallpaper (ivory)
miniaturia_mod:mt_wallpapers_2:15, Damask-Pattern Wallpaper (ivory-gold)
miniaturia_mod:mt_rug_a:0, Rug Persian (red)
miniaturia_mod:mt_rug_a:1, Rug Persian (green)
miniaturia_mod:mt_rug_a:2, Rug Persian (blue)
miniaturia_mod:mt_rug_a:3, Rug Persian (purple)
miniaturia_mod:mt_rug_fringe_a:0, Rug Fringe A (beige)
miniaturia_mod:mt_rug_fringe_a:1, Rug Fringe A (white)
miniaturia_mod:mt_rug_fringe_b:0, Rug Fringe B (beige)
miniaturia_mod:mt_rug_fringe_b:1, Rug Fringe B (white)
miniaturia_mod:mt_wood_a_series:0, mod Oak Wood
miniaturia_mod:mt_wood_a_series:1, mod Spruce Wood
miniaturia_mod:mt_wood_a_series:2, mod Birch Wood
miniaturia_mod:mt_wood_a_series:3, mod Jungle Wood
miniaturia_mod:mt_wood_a_series:4, mod Acacia Wood
miniaturia_mod:mt_wood_a_series:5, mod Dark Oak Wood
miniaturia_mod:mt_wood_a_series:6, Oriental Red Wood
miniaturia_mod:mt_wood_a_series:7, Oriental Black Wood
miniaturia_mod:mt_wood_a, White Wood
miniaturia_mod:mt_wood_half_a_series:0, mod Oak Wood (half)
miniaturia_mod:mt_wood_half_a_series:1, mod Spruce Wood (half)
miniaturia_mod:mt_wood_half_a_series:2, mod Birch Wood (half)
miniaturia_mod:mt_wood_half_a_series:3, mod Jungle Wood (half)
miniaturia_mod:mt_wood_half_a_series:4, mod Acacia Wood (half)
miniaturia_mod:mt_wood_half_a_series:5, mod Dark Oak Wood (half)
miniaturia_mod:mt_wood_half_a_series:6, Oriental Red Wood (half)
miniaturia_mod:mt_wood_half_a_series:7, Oriental Black Wood (half)
miniaturia_mod:mt_wood_half_a:0, White Wood (half)
miniaturia_mod:mt_wood_quarter_layers_a0, Oak Wood (thick-layers)
miniaturia_mod:mt_wood_quarter_layers_a1, Spruce Wood (thick-layers)
miniaturia_mod:mt_wood_quarter_layers_a2, Birch Wood (thick-layers)
miniaturia_mod:mt_wood_quarter_layers_a3, Jungle Wood (thick-layers)
miniaturia_mod:mt_wood_quarter_layers_a4, Acacia Wood (thick-layers)
miniaturia_mod:mt_wood_quarter_layers_a5, Dark Oak Wood (thick-layers)
miniaturia_mod:mt_wood_quarter_layers_a6, Oriental Red Wood (thick-layers)
miniaturia_mod:mt_wood_quarter_layers_a7, Oriental Black Wood (thick-layers)
miniaturia_mod:mt_wood_quarter_layers_a, White Wood (thick-layers)
miniaturia_mod:mt_wood_stairs_a0:0, mod Oak Wood (stairs)
miniaturia_mod:mt_wood_stairs_a0:1, mod Spruce Wood (stairs)
miniaturia_mod:mt_wood_stairs_a1:0, mod Birch Wood (stairs)
miniaturia_mod:mt_wood_stairs_a1:1, mod Jungle Wood (stairs)
miniaturia_mod:mt_wood_stairs_a2:0, mod Acacia Wood (stairs)
miniaturia_mod:mt_wood_stairs_a2:1, mod Dark Oak Wood (stairs)
miniaturia_mod:mt_wood_stairs_a3:0, Oriental Red Wood (stairs)
miniaturia_mod:mt_wood_stairs_a3:1, Oriental Black Wood (stairs)
miniaturia_mod:mt_wood_stairs_a, White Wood (stairs)
miniaturia_mod:mt_wood_vstairs_a0:0, Oak Wood (horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_a0:1, Spruce Wood (horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_a0:2, Birch Wood (horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_a0:3, Jungle Wood (horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_a1:0, Acacia Wood (horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_a1:1, Dark Oak Wood (horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_a1:2, Oriental Red Wood (horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_a1:3, Oriental Black Wood (horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_a, White Wood (horizontal-stairs)
miniaturia_mod:mt_wood_vwalls_a0:0, Oak Wood (vertical-plate)
miniaturia_mod:mt_wood_vwalls_a1:0, Spruce Wood (vertical-plate)
miniaturia_mod:mt_wood_vwalls_a2:0, Birch Wood (vertical-plate)
miniaturia_mod:mt_wood_vwalls_a3:0, Jungle Wood (vertical-plate)
miniaturia_mod:mt_wood_vwalls_a4:0, Acacia Wood (vertical-plate)
miniaturia_mod:mt_wood_vwalls_a5:0, Dark Oak Wood (vertical-plate)
miniaturia_mod:mt_wood_vwalls_a6:0, Oriental Red Wood (vertical-plate)
miniaturia_mod:mt_wood_vwalls_a7:0, Oriental Black Wood (vertical-plate)
miniaturia_mod:mt_wood_vwalls_a:0, White Wood (vertical-plate)
miniaturia_mod:mt_wood_stick_connect_a0:0, Oak Wood (pergola-parts)
miniaturia_mod:mt_wood_stick_connect_a0:2, Spruce Wood (pergola-parts)
miniaturia_mod:mt_wood_stick_connect_a1:0, Birch Wood (pergola-parts)
miniaturia_mod:mt_wood_stick_connect_a1:2, Jungle Wood (pergola-parts)
miniaturia_mod:mt_wood_stick_connect_a2:0, Acacia Wood (pergola-parts)
miniaturia_mod:mt_wood_stick_connect_a2:2, Dark Oak Wood (pergola-parts)
miniaturia_mod:mt_wood_stick_connect_a3:0, Oriental Red Wood (pergola-parts)
miniaturia_mod:mt_wood_stick_connect_a3:2, Oriental Black Wood (pergola-parts)
miniaturia_mod:mt_wood_stick_connect_a:0, White Wood (pergola-parts)
miniaturia_mod:mt_wood_stick_a0, Oak Wood (stick)
miniaturia_mod:mt_wood_stick_a1, Spruce Wood (stick)
miniaturia_mod:mt_wood_stick_a2, Birch Wood (stick)
miniaturia_mod:mt_wood_stick_a3, Jungle Wood (stick)
miniaturia_mod:mt_wood_stick_a4, Acacia Wood (stick)
miniaturia_mod:mt_wood_stick_a5, Dark Oak Wood (stick)
miniaturia_mod:mt_wood_stick_a6, Oriental Red Wood (stick)
miniaturia_mod:mt_wood_stick_a7, Oriental Black Wood (stick)
miniaturia_mod:mt_wood_stick_a, White Wood (stick)
miniaturia_mod:mt_wood_hpole_a0, Oak Wood (thick-horizontal-bar)
miniaturia_mod:mt_wood_hpole_a1, Spruce Wood (thick-horizontal-bar)
miniaturia_mod:mt_wood_hpole_a2, Birch Wood (thick-horizontal-bar)
miniaturia_mod:mt_wood_hpole_a3, Jungle Wood (thick-horizontal-bar)
miniaturia_mod:mt_wood_hpole_a4, Acacia Wood (thick-horizontal-bar)
miniaturia_mod:mt_wood_hpole_a5, Dark Oak Wood (thick-horizontal-bar)
miniaturia_mod:mt_wood_hpole_a6, Oriental Red Wood (thick-horizontal-bar)
miniaturia_mod:mt_wood_hpole_a7, Oriental Black Wood (thick-horizontal-bar)
miniaturia_mod:mt_wood_hpole_a, White Wood (thick-horizontal-bar)
miniaturia_mod:mt_wood_pole_wall_a0:0, Oak Wood (thick-vertical-bar)
miniaturia_mod:mt_wood_pole_wall_a0:1, Spruce Wood (thick-vertical-bar)
miniaturia_mod:mt_wood_pole_wall_a0:2, Birch Wood (thick-vertical-bar)
miniaturia_mod:mt_wood_pole_wall_a0:3, Jungle Wood (thick-vertical-bar)
miniaturia_mod:mt_wood_pole_wall_a1:0, Acacia Wood (thick-vertical-bar)
miniaturia_mod:mt_wood_pole_wall_a1:1, Dark Oak Wood (thick-vertical-bar)
miniaturia_mod:mt_wood_pole_wall_a1:2, Oriental Red Wood (thick-vertical-bar)
miniaturia_mod:mt_wood_pole_wall_a1:3, Oriental Black Wood (thick-vertical-bar)
miniaturia_mod:mt_wood_pole_wall_a, White Wood (thick-vertical-bar)
miniaturia_mod:mt_wood_pole_a0:0, Oak Wood (thick-vertical-bar-shift)
miniaturia_mod:mt_wood_pole_a1:0, Spruce Wood (thick-vertical-bar-shift)
miniaturia_mod:mt_wood_pole_a2:0, Birch Wood (thick-vertical-bar-shift)
miniaturia_mod:mt_wood_pole_a3:0, Jungle Wood (thick-vertical-bar-shift)
miniaturia_mod:mt_wood_pole_a4:0, Acacia Wood (thick-vertical-bar-shift)
miniaturia_mod:mt_wood_pole_a5:0, Dark Oak Wood (thick-vertical-bar-shift)
miniaturia_mod:mt_wood_pole_a6:0, Oriental Red Wood (thick-vertical-bar-shift)
miniaturia_mod:mt_wood_pole_a7:0, Oriental Black Wood (thick-vertical-bar-shift)
miniaturia_mod:mt_wood_pole_a:0, White Wood (thick-vertical-bar-shift)
miniaturia_mod:mt_wood_pole_connect_news_a0, Oak Wood (thick-vertical-bar-connect)
miniaturia_mod:mt_wood_pole_connect_news_a1, Spruce Wood (thick-vertical-bar-connect)
miniaturia_mod:mt_wood_pole_connect_news_a2, Birch Wood (thick-vertical-bar-connect)
miniaturia_mod:mt_wood_pole_connect_news_a3, Jungle Wood (thick-vertical-bar-connect)
miniaturia_mod:mt_wood_pole_connect_news_a4, Acacia Wood (thick-vertical-bar-connect)
miniaturia_mod:mt_wood_pole_connect_news_a5, Dark Oak Wood (thick-vertical-bar-connect)
miniaturia_mod:mt_wood_pole_connect_news_a6, Oriental Red Wood (thick-vertical-bar-connect)
miniaturia_mod:mt_wood_pole_connect_news_a7, Oriental Black Wood (thick-vertical-bar-connect)
miniaturia_mod:mt_wood_pole_connect_news_a, White Wood (thick-vertical-bar-connect)
miniaturia_mod:mt_wood_pole_half_a0, Oak Wood (thick-vertical-bar-with-half)
miniaturia_mod:mt_wood_pole_half_a1, Spruce Wood (thick-vertical-bar-with-half)
miniaturia_mod:mt_wood_pole_half_a2, Birch Wood (thick-vertical-bar-with-half)
miniaturia_mod:mt_wood_pole_half_a3, Jungle Wood (thick-vertical-bar-with-half)
miniaturia_mod:mt_wood_pole_half_a4, Acacia Wood (thick-vertical-bar-with-half)
miniaturia_mod:mt_wood_pole_half_a5, Dark Oak Wood (thick-vertical-bar-with-half)
miniaturia_mod:mt_wood_pole_half_a6, Oriental Red Wood (thick-vertical-bar-with-half)
miniaturia_mod:mt_wood_pole_half_a7, Oriental Black Wood (thick-vertical-bar-with-half)
miniaturia_mod:mt_wood_pole_half_a, White Wood (thick-vertical-bar-with-half)
miniaturia_mod:mt_wood_2hbar_a0, Oak Wood (horizontal-bar)
miniaturia_mod:mt_wood_2hbar_a1, Spruce Wood (horizontal-bar)
miniaturia_mod:mt_wood_2hbar_a2, Birch Wood (horizontal-bar)
miniaturia_mod:mt_wood_2hbar_a3, Jungle Wood (horizontal-bar)
miniaturia_mod:mt_wood_2hbar_a4, Acacia Wood (horizontal-bar)
miniaturia_mod:mt_wood_2hbar_a5, Dark Oak Wood (horizontal-bar)
miniaturia_mod:mt_wood_2hbar_a6, Oriental Red Wood (horizontal-bar)
miniaturia_mod:mt_wood_2hbar_a7, Oriental Black Wood (horizontal-bar)
miniaturia_mod:mt_wood_2hbar_a, White Wood (horizontal-bar)
miniaturia_mod:mt_wood_propup_a0, tile.mt_wood_propup_a0.name
miniaturia_mod:mt_wood_propup_a1, tile.mt_wood_propup_a1.name
miniaturia_mod:mt_wood_propup_a2, tile.mt_wood_propup_a2.name
miniaturia_mod:mt_wood_propup_a3, tile.mt_wood_propup_a3.name
miniaturia_mod:mt_wood_propup_a4, tile.mt_wood_propup_a4.name
miniaturia_mod:mt_wood_propup_a5, tile.mt_wood_propup_a5.name
miniaturia_mod:mt_wood_propup_a6, tile.mt_wood_propup_a6.name
miniaturia_mod:mt_wood_propup_a7, tile.mt_wood_propup_a7.name
miniaturia_mod:mt_wood_propup_a, tile.mt_wood_propup_a.name
miniaturia_mod:mt_wood_arch_single_a0:0, Oak Wood Arch (width-1)
miniaturia_mod:mt_wood_arch_single_a0:1, Spruce Wood Arch (width-1)
miniaturia_mod:mt_wood_arch_single_a1:0, Birch Wood Arch (width-1)
miniaturia_mod:mt_wood_arch_single_a1:1, Jungle Wood Arch (width-1)
miniaturia_mod:mt_wood_arch_single_a2:0, Acacia Wood Arch (width-1)
miniaturia_mod:mt_wood_arch_single_a2:1, Dark Oak Wood Arch (width-1)
miniaturia_mod:mt_wood_arch_single_a3:0, Oriental Red Wood Arch (width-1)
miniaturia_mod:mt_wood_arch_single_a3:1, Oriental Black Wood Arch (width-1)
miniaturia_mod:mt_wood_arch_single_a, White Wood Arch (width-1)
miniaturia_mod:mt_wood_arch_a0:0, Oak Wood Arch (width-2)
miniaturia_mod:mt_wood_arch_a0:1, Spruce Wood Arch (width-2)
miniaturia_mod:mt_wood_arch_a1:0, Birch Wood Arch (width-2)
miniaturia_mod:mt_wood_arch_a1:1, Jungle Wood Arch (width-2)
miniaturia_mod:mt_wood_arch_a2:0, Acacia Wood Arch (width-2)
miniaturia_mod:mt_wood_arch_a2:1, Dark Oak Wood Arch (width-2)
miniaturia_mod:mt_wood_arch_a3:0, Oriental Red Wood Arch (width-2)
miniaturia_mod:mt_wood_arch_a3:1, Oriental Black Wood Arch (width-2)
miniaturia_mod:mt_wood_arch_a, White Wood Arch (width-2)
miniaturia_mod:mt_wood_arch_large_a0:0, Oak Wood Arch (width-3)
miniaturia_mod:mt_wood_arch_large_a0:1, Spruce Wood Arch (width-3)
miniaturia_mod:mt_wood_arch_large_a1:0, Birch Wood Arch (width-3)
miniaturia_mod:mt_wood_arch_large_a1:1, Jungle Wood Arch (width-3)
miniaturia_mod:mt_wood_arch_large_a2:0, Acacia Wood Arch (width-3)
miniaturia_mod:mt_wood_arch_large_a2:1, Dark Oak Wood Arch (width-3)
miniaturia_mod:mt_wood_arch_large_a3:0, Oriental Red Wood Arch (width-3)
miniaturia_mod:mt_wood_arch_large_a3:1, Oriental Black Wood Arch (width-3)
miniaturia_mod:mt_wood_arch_large_a, White Wood Arch (width-3)
miniaturia_mod:mt_wood_c, Vintage Wood
miniaturia_mod:mt_wood_c_series:0, Peeled Paint Wood (white)
miniaturia_mod:mt_wood_c_series:1, Peeled Paint Wood (yellow)
miniaturia_mod:mt_wood_c_series:2, Peeled Paint Wood (lightblue)
miniaturia_mod:mt_wood_c_series:3, Peeled Paint Wood (pink)
miniaturia_mod:mt_wood_c_series:4, Peeled Paint Wood (navy)
miniaturia_mod:mt_wood_c_series:5, Peeled Paint Wood (green)
miniaturia_mod:mt_wood_c_series:6, Peeled Paint Wood (red)
miniaturia_mod:mt_wood_c_series:7, Peeled Paint Wood (black)
miniaturia_mod:mt_wood_half_c:0, Vintage Wood (half)
miniaturia_mod:mt_wood_half_c_series:0, Peeled Paint Wood (white half)
miniaturia_mod:mt_wood_half_c_series:1, Peeled Paint Wood (yellow half)
miniaturia_mod:mt_wood_half_c_series:2, Peeled Paint Wood (lightblue half)
miniaturia_mod:mt_wood_half_c_series:3, Peeled Paint Wood (pink half)
miniaturia_mod:mt_wood_half_c_series:4, Peeled Paint Wood (navy half)
miniaturia_mod:mt_wood_half_c_series:5, Peeled Paint Wood (green half)
miniaturia_mod:mt_wood_half_c_series:6, Peeled Paint Wood (red half)
miniaturia_mod:mt_wood_half_c_series:7, Peeled Paint Wood (black half)
miniaturia_mod:mt_wood_quarter_layers_c, Vintage Wood (thick-layers)
miniaturia_mod:mt_wood_quarter_layers_c0, Peeled Paint Wood (white thick-layers)
miniaturia_mod:mt_wood_quarter_layers_c1, Peeled Paint Wood (yellow thick-layers)
miniaturia_mod:mt_wood_quarter_layers_c2, Peeled Paint Wood (lightblue thick-layers)
miniaturia_mod:mt_wood_quarter_layers_c3, Peeled Paint Wood (pink thick-layers)
miniaturia_mod:mt_wood_quarter_layers_c4, Peeled Paint Wood (navy thick-layers)
miniaturia_mod:mt_wood_quarter_layers_c5, Peeled Paint Wood (green thick-layers)
miniaturia_mod:mt_wood_quarter_layers_c6, Peeled Paint Wood (red thick-layers)
miniaturia_mod:mt_wood_quarter_layers_c7, Peeled Paint Wood (black thick-layers)
miniaturia_mod:mt_wood_stairs_c, Vintage Wood (stairs)
miniaturia_mod:mt_wood_stairs_c0:0, Peeled Paint Wood (white stairs)
miniaturia_mod:mt_wood_stairs_c0:1, Peeled Paint Wood (yellow stairs)
miniaturia_mod:mt_wood_stairs_c1:0, Peeled Paint Wood (lightblue stairs)
miniaturia_mod:mt_wood_stairs_c1:1, Peeled Paint Wood (pink stairs)
miniaturia_mod:mt_wood_stairs_c2:0, Peeled Paint Wood (navy stairs)
miniaturia_mod:mt_wood_stairs_c2:1, Peeled Paint Wood (green stairs)
miniaturia_mod:mt_wood_stairs_c3:0, Peeled Paint Wood (red stairs)
miniaturia_mod:mt_wood_stairs_c3:1, Peeled Paint Wood (black stairs)
miniaturia_mod:mt_wood_vstairs_c, Vintage Wood (horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_c0:0, Peeled Paint Wood (white horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_c0:1, Peeled Paint Wood (yellow horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_c0:2, Peeled Paint Wood (lightblue horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_c0:3, Peeled Paint Wood (pink horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_c1:0, Peeled Paint Wood (navy horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_c1:1, Peeled Paint Wood (green horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_c1:2, Peeled Paint Wood (red horizontal-stairs)
miniaturia_mod:mt_wood_vstairs_c1:3, Peeled Paint Wood (black horizontal-stairs)
miniaturia_mod:mt_wood_vwalls_c:0, Vintage Wood (vertical-plate)
miniaturia_mod:mt_wood_vwalls_c0:0, Peeled Paint Wood (white vertical-plate)
